yl	38	124	37	126	0.29365079365079366
gio	90	3	3	91	0.03296703296703297
am	10	207	10	208	0.04807692307692308
mant	232	5	5	233	0.02145922746781116
cral	1712	11	11	1713	0.00642148277875073
ite	410	978	295	1094	0.2696526508226691
gle	223	117	117	224	0.5223214285714286
dapt	5	1	1	6	0.16666666666666666
dar	74	24	24	75	0.32
ce	51	1293	13	1332	0.00975975975975976
daunt	7	2	2	8	0.25
daw	4	4	4	5	0.8
days	4	3	3	5	0.6
add	2	3	2	4	0.5
dax	7	1	1	8	0.125
deem	11	6	6	12	0.5
dum	501	16	16	502	0.03187250996015936
wort	119	118	118	120	0.9833333333333333
dice	83	11	11	84	0.13095238095238096
dict	13	12	12	14	0.8571428571428571
dle	224	118	118	225	0.5244444444444445
dlings	28	2	2	29	0.06896551724137931
doom	24	4	4	25	0.16
dorsed	421	2	2	422	0.004739336492890996
dress	167	13	13	168	0.07738095238095238
cer	2938	95	95	2939	0.03232391970057843
dulce	53	2	2	54	0.037037037037037035
lo	142	68	66	145	0.45517241379310347
pod	53	45	45	54	0.8333333333333334
phous	1172	27	27	1173	0.023017902813299233
dempt	4	2	2	5	0.4
phy	1446	231	231	1447	0.15964063579820317
noid	225	52	52	226	0.23008849557522124
thy	1274	59	59	1275	0.04627450980392157
eps	1	6	1	7	0.14285714285714285
dept	3	2	2	4	0.5
quate	764	10	10	765	0.013071895424836602
ion	271	3428	74	3626	0.02040816326530612
here	78	48	5	122	0.040983606557377046
hort	6	7	5	9	0.5555555555555556
rism	668	45	35	679	0.05154639175257732
rist	561	67	45	584	0.07705479452054795
dieu	5	2	2	6	0.3333333333333333
dight	7	7	7	8	0.875
dios	10	1	1	11	0.09090909090909091
cere	79	6	6	80	0.075
pose	119	37	37	120	0.30833333333333335
sous	1150	5	5	1151	0.004344048653344918
join	156	15	15	157	0.09554140127388536
joint	11	9	9	12	0.75
journ	8	4	4	9	0.4444444444444444
junct	3	3	3	4	0.75
just	7	6	6	8	0.75
tage	408	24	23	410	0.05609756097560976
jute	126	2	2	127	0.015748031496062992
trix	40	35	34	42	0.8095238095238095
vant	242	15	15	243	0.06172839506172839
ure	126	486	57	556	0.10251798561151079
cle	240	134	134	241	0.5560165975103735
trant	272	14	11	276	0.03985507246376811
trate	963	51	46	969	0.047471620227038186
mire	78	7	7	79	0.08860759493670886
mired	425	1	1	426	0.002347417840375587
mit	104	25	24	106	0.22641509433962265
tur	10	8	8	11	0.7272727272727273
mix	8	8	8	9	0.8888888888888888
move	58	12	12	59	0.2033898305084746
noun	9	5	5	10	0.5
be	54	79	16	118	0.13559322033898305
nis	71	22	22	72	0.3055555555555556
nize	511	52	52	512	0.1015625
door	206	8	8	207	0.03864734299516908
dopt	3	2	2	4	0.5
dore	81	11	11	82	0.13414634146341464
dorn	6	4	4	7	0.5714285714285714
down	18	16	16	19	0.8421052631578947
press	171	17	17	172	0.09883720930232558
drad	48	3	3	49	0.061224489795918366
gant	250	23	23	251	0.09163346613545817
dread	51	3	3	52	0.057692307692307696
dreamed	421	2	2	422	0.004739336492890996
ine	225	932	141	1017	0.13864306784660768
drift	6	5	5	7	0.7142857142857143
drip	6	2	2	7	0.2857142857142857
droit	83	3	3	84	0.03571428571428571
dry	2639	21	21	2640	0.007954545454545454
script	15	13	13	16	0.8125
strict	9	5	5	10	0.5
dult	4	3	3	5	0.6
ess	110	2912	110	2913	0.0377617576381737
brant	267	6	6	268	0.022388059701492536
brate	942	25	25	943	0.026511134676564158
dunc	1	1	1	2	0.5
cous	1200	55	55	1201	0.04579517069109076
dure	143	17	17	144	0.11805555555555555
rol	40	19	11	49	0.22448979591836735
dust	7	6	6	8	0.75
vance	285	5	5	286	0.017482517482517484
vanced	422	1	1	423	0.002364066193853428
cive	219	17	17	220	0.07727272727272727
geous	1159	10	10	1160	0.008620689655172414
vene	133	12	12	134	0.08955223880597014
ient	206	68	11	264	0.041666666666666664
vent	208	13	13	209	0.06220095693779904
verb	5	4	4	6	0.6666666666666666
verse	65	19	19	66	0.2878787878787879
vert	33	24	24	34	0.7058823529411765
tise	72	11	11	73	0.1506849315068493
vice	76	4	4	77	0.05194805194805195
vise	74	13	13	75	0.17333333333333334
so	117	41	41	118	0.3474576271186441
voke	54	8	8	55	0.14545454545454545
trer	2863	4	4	2864	0.0013966480446927375
son	284	87	87	285	0.30526315789473685
ward	124	93	91	127	0.7165354330708661
adz	2	2	2	3	0.6666666666666666
rie	121	47	36	133	0.2706766917293233
far	53	3	3	54	0.05555555555555555
feard	34	1	1	35	0.02857142857142857
fer	2891	48	48	2892	0.016597510373443983
brous	1286	14	14	1287	0.010878010878010878
fair	6	3	3	7	0.42857142857142855
fear	54	2	2	55	0.03636363636363636
fect	23	20	20	24	0.8333333333333334
tioned	443	13	13	444	0.02927927927927928
feer	2870	1	1	2871	0.00034831069313827936
fiche	53	1	1	54	0.018518518518518517
vit	87	7	7	88	0.07954545454545454
file	149	7	7	150	0.04666666666666667
fine	237	12	12	238	0.05042016806722689
fined	426	2	2	427	0.00468384074941452
firm	10	10	10	11	0.9090909090909091
fix	14	14	14	15	0.9333333333333333
tus	133	65	64	135	0.4740740740740741
flict	6	3	3	7	0.42857142857142855
flux	14	10	10	15	0.6666666666666666
dill	5	2	2	6	0.3333333333333333
force	61	10	10	62	0.16129032258064516
ford	9	7	7	10	0.7
est	25	140	25	141	0.1773049645390071
chise	70	9	9	71	0.1267605633802817
frap	7	2	2	8	0.25
fray	1235	6	6	1236	0.0048543689320388345
freight	5	4	4	6	0.6666666666666666
fret	242	6	6	243	0.024691358024691357
fright	13	2	2	14	0.14285714285714285
en	275	706	275	707	0.38896746817538896
front	11	7	7	12	0.5833333333333334
fuse	65	17	17	66	0.25757575757575757
ghan	984	4	4	985	0.0040609137055837565
field	10	8	8	11	0.7272727272727273
fire	80	9	9	81	0.1111111111111111
flame	59	6	6	60	0.1
flat	32	2	2	33	0.06060606060606061
flaunt	8	2	2	9	0.2222222222222222
float	30	4	4	31	0.12903225806451613
flow	79	12	12	80	0.15
flush	4	3	3	5	0.6
foam	12	2	2	13	0.15384615384615385
foot	72	34	34	73	0.4657534246575342
fore	81	11	11	82	0.13414634146341464
hand	34	22	21	36	0.5833333333333334
named	421	2	2	422	0.004739336492890996
thought	9	8	8	10	0.8
time	84	29	28	86	0.32558139534883723
foul	8	4	4	9	0.4444444444444444
fraid	99	1	1	100	0.01
reet	178	13	2	190	0.010526315789473684
fresh	3	3	3	4	0.75
can	1027	49	48	1029	0.04664723032069971
der	3023	180	180	3024	0.05952380952380952
rit	85	20	5	101	0.04950495049504951
aft	1	45	1	46	0.021739130434782608
birth	5	4	4	6	0.6666666666666666
cast	27	18	18	28	0.6428571428571429
clap	12	4	4	13	0.3076923076923077
crop	17	5	5	18	0.2777777777777778
eye	55	21	15	62	0.24193548387096775
game	56	4	4	57	0.07017543859649122
grass	22	11	11	23	0.4782608695652174
growth	10	9	9	11	0.8181818181818182
guard	44	11	11	45	0.24444444444444444
ings	21	39	21	40	0.525
math	6	5	5	7	0.7142857142857143
most	46	41	41	47	0.8723404255319149
noon	206	4	4	207	0.01932367149758454
pains	4	2	2	5	0.4
piece	82	31	31	83	0.37349397590361444
shaft	7	5	5	8	0.625
taste	121	6	6	122	0.04918032786885246
wards	7	7	7	8	0.875
wise	109	48	48	110	0.43636363636363634
gain	150	7	7	151	0.046357615894039736
buy	1219	4	4	1220	0.003278688524590164
say	1236	17	17	1237	0.0137429264349232
gainst	1	1	1	2	0.5
stand	31	18	18	32	0.5625
loch	5	4	4	6	0.6666666666666666
mi	75	20	20	76	0.2631578947368421
nic	2255	54	54	2256	0.023936170212765957
gape	58	2	2	59	0.03389830508474576
gasp	3	2	2	4	0.5
gast	13	4	4	14	0.2857142857142857
ve	46	1356	8	1395	0.005734767025089606
gazed	421	1	1	422	0.002369668246445498
ged	432	69	13	489	0.026584867075664622
gend	10	1	1	11	0.09090909090909091
ger	3074	233	231	3077	0.0750731231719207
gest	39	14	14	40	0.35
grace	78	9	9	79	0.11392405063291139
grade	108	20	20	109	0.1834862385321101
dize	472	13	13	473	0.02748414376321353
zer	2945	103	102	2947	0.034611469290804206
grate	938	21	21	939	0.022364217252396165
grege	60	2	2	61	0.03278688524590164
gress	165	11	11	166	0.06626506024096386
grieve	53	5	5	54	0.09259259259259259
group	18	3	3	19	0.15789473684210525
gry	2623	5	5	2624	0.0019054878048780487
ghast	12	2	2	13	0.15384615384615385
ile	142	201	36	308	0.11688311688311688
o	76	945	76	946	0.080338266384778
gist	677	162	161	679	0.23711340206185566
to	230	154	154	231	0.6666666666666666
gleam	14	3	3	15	0.2
gley	1279	2	2	1280	0.0015625
mer	2905	62	62	2906	0.021335168616655197
sal	1651	68	68	1652	0.04116222760290557
glow	72	5	5	73	0.0684931506849315
nail	52	10	9	54	0.16666666666666666
go	166	90	90	167	0.5389221556886228
gog	4	4	4	5	0.8
gone	103	6	6	104	0.057692307692307696
nism	682	49	49	683	0.07174231332357248
thete	123	5	5	124	0.04032258064516129
ti	90	35	35	91	0.38461538461538464
graffe	40	1	1	41	0.024390243902439025
grappes	46	1	1	47	0.02127659574468085
gre	82	13	13	83	0.1566265060240964
gree	119	9	9	120	0.075
grief	4	3	3	5	0.6
grin	209	5	5	210	0.023809523809523808
grise	69	2	2	70	0.02857142857142857
grom	22	1	1	23	0.043478260869565216
ics	112	179	112	180	0.6222222222222222
grope	72	2	2	73	0.0273972602739726
ogy	1644	3	2	1646	0.001215066828675577
ground	21	10	10	22	0.45454545454545453
gue	63	103	12	155	0.07741935483870968
guilt	2	2	2	3	0.6666666666666666
guise	65	4	4	66	0.06060606060606061
gush	4	4	4	5	0.8
ah	12	79	12	80	0.15
ha	906	83	11	979	0.011235955056179775
head	153	111	111	154	0.7207792207792207
heap	4	3	2	6	0.3333333333333333
height	4	3	3	5	0.6
hem	10	13	5	19	0.2631578947368421
hey	1248	5	2	1252	0.001597444089456869
high	3	4	3	5	0.6
hold	25	18	18	26	0.6923076923076923
hoy	1217	3	3	1218	0.0024630541871921183
man	1353	375	374	1355	0.27601476014760146
hu	5	8	4	10	0.4
hull	3	2	2	4	0.5
gered	452	5	5	453	0.011037527593818985
aid	97	48	3	143	0.02097902097902098
el	169	567	168	569	0.29525483304042177
more	91	22	21	93	0.22580645161290322
gret	241	5	5	242	0.02066115702479339
guille	107	1	1	108	0.009259259259259259
lette	139	10	9	141	0.06382978723404255
ail	43	142	5	181	0.027624309392265192
aim	7	15	1	22	0.045454545454545456
no	133	59	57	136	0.41911764705882354
air	3	36	1	39	0.02564102564102564
craft	21	18	18	22	0.8181818181818182
like	129	85	84	131	0.6412213740458015
ling	1533	256	164	1626	0.1008610086100861
ol	29	170	28	172	0.16279069767441862
sick	15	9	9	16	0.5625
aisle	119	1	1	120	0.008333333333333333
aisled	430	1	1	431	0.002320185614849188
ait	81	20	1	101	0.009900990099009901
aitch	3	1	1	4	0.25
bone	123	26	26	124	0.20967741935483872
jar	53	3	3	54	0.05555555555555555
va	929	34	34	930	0.03655913978494624
jog	3	3	3	4	0.75
ake	46	99	1	145	0.006896551724137931
kene	122	2	1	124	0.008064516129032258
bo	102	26	26	103	0.2524271844660194
kin	216	99	75	241	0.3112033195020747
sic	2246	45	45	2247	0.020026702269692925
knee	107	3	3	108	0.027777777777777776
now	18	16	5	30	0.16666666666666666
trum	525	25	22	529	0.04158790170132325
lack	8	19	6	22	0.2727272727272727
day	1252	33	33	1253	0.026336791699920193
re	69	1164	31	1203	0.025768911055694097
mode	73	6	6	74	0.08108108108108109
